timestamp,error_message,error_details
2025-08-21 12:13:36.085,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async ThreatTrackerScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:143123:16)\n    at async scrapeSource2 (/app/backend/dist/index.js:143354:28)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""jobType"": ""global-job-source-processing"", ""operation"": ""threat-tracker-global-scrape-source"", ""sourceName"": ""Bleeping Computer"", ""globalJobRunning"": true}"
2025-08-21 12:13:36.078,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async ThreatTrackerScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:143123:16)\n    at async scrapeSource2 (/app/backend/dist/index.js:143354:28)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""jobType"": ""source-scraping"", ""operation"": ""threat-tracker-source-processing"", ""sourceName"": ""Bleeping Computer"", ""errorOccurredAt"": ""2025-08-21T12:13:36.078Z""}"
2025-08-21 12:13:35.053,Both HTTP and Puppeteer failed for: https://therecord.media,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://therecord.media\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""The Record by Recorded Future"", ""globalJobRunning"": true}"
2025-08-21 12:13:35.047,Both HTTP and Puppeteer failed for: https://therecord.media,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://therecord.media\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""The Record by Recorded Future"", ""errorOccurredAt"": ""2025-08-21T12:13:35.047Z""}"
2025-08-21 12:13:26.172,Navigation timeout of 60000 ms exceeded,"{""name"": ""TimeoutError"", ""step"": ""global-job-source-processing"", ""stack"": ""TimeoutError: Navigation timeout of 60000 ms exceeded\n    at new Deferred (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:60:34)\n    at Deferred.create (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:21:16)\n    at new LifecycleWatcher (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/LifecycleWatcher.js:69:60)\n    at CdpFrame.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/Frame.js:149:29)\n    at CdpFrame.<anonymous> (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/decorators.js:109:27)\n    at CdpPage.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Page.js:574:43)\n    at StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141839:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""Forbes"", ""globalJobRunning"": true}"
2025-08-21 12:13:26.165,Navigation timeout of 60000 ms exceeded,"{""name"": ""TimeoutError"", ""step"": ""source-scraping-background-job"", ""stack"": ""TimeoutError: Navigation timeout of 60000 ms exceeded\n    at new Deferred (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:60:34)\n    at Deferred.create (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:21:16)\n    at new LifecycleWatcher (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/LifecycleWatcher.js:69:60)\n    at CdpFrame.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/Frame.js:149:29)\n    at CdpFrame.<anonymous> (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/decorators.js:109:27)\n    at CdpPage.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Page.js:574:43)\n    at StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141839:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""Forbes"", ""errorOccurredAt"": ""2025-08-21T12:13:26.164Z""}"
2025-08-21 12:13:21.035,Both HTTP and Puppeteer failed for: https://www.reinsurancene.ws/news,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.reinsurancene.ws/news\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""Reinsurance News"", ""globalJobRunning"": true}"
2025-08-21 12:13:21.028,Both HTTP and Puppeteer failed for: https://www.reinsurancene.ws/news,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.reinsurancene.ws/news\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""Reinsurance News"", ""errorOccurredAt"": ""2025-08-21T12:13:21.028Z""}"
2025-08-21 12:12:33.506,Both HTTP and Puppeteer failed for: https://foorilla.com/media/cybersecurity/,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://foorilla.com/media/cybersecurity/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async ThreatTrackerScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:143123:16)\n    at async scrapeSource2 (/app/backend/dist/index.js:143354:28)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""jobType"": ""global-job-source-processing"", ""operation"": ""threat-tracker-global-scrape-source"", ""sourceName"": ""Foorilla (formerly FooJobs)"", ""globalJobRunning"": true}"
2025-08-21 12:12:33.5,Both HTTP and Puppeteer failed for: https://foorilla.com/media/cybersecurity/,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://foorilla.com/media/cybersecurity/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async ThreatTrackerScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:143123:16)\n    at async scrapeSource2 (/app/backend/dist/index.js:143354:28)\n    at async runGlobalScrapeJob2 (/app/backend/dist/index.js:143515:29)"", ""jobType"": ""source-scraping"", ""operation"": ""threat-tracker-source-processing"", ""sourceName"": ""Foorilla (formerly FooJobs)"", ""errorOccurredAt"": ""2025-08-21T12:12:33.499Z""}"
2025-08-21 12:12:30.711,Both HTTP and Puppeteer failed for: https://techcrunch.com/,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://techcrunch.com/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""TechCrunch Security"", ""globalJobRunning"": true}"
2025-08-21 12:12:30.704,Both HTTP and Puppeteer failed for: https://techcrunch.com/,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://techcrunch.com/\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""TechCrunch Security"", ""errorOccurredAt"": ""2025-08-21T12:12:30.704Z""}"
2025-08-21 12:12:25.367,Both HTTP and Puppeteer failed for: https://investing.com/news,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://investing.com/news\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""Investing.com"", ""globalJobRunning"": true}"
2025-08-21 12:12:25.36,Both HTTP and Puppeteer failed for: https://investing.com/news,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://investing.com/news\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""Investing.com"", ""errorOccurredAt"": ""2025-08-21T12:12:25.360Z""}"
2025-08-21 12:12:17.748,Navigation timeout of 60000 ms exceeded,"{""name"": ""TimeoutError"", ""step"": ""global-job-source-processing"", ""stack"": ""TimeoutError: Navigation timeout of 60000 ms exceeded\n    at new Deferred (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:60:34)\n    at Deferred.create (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:21:16)\n    at new LifecycleWatcher (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/LifecycleWatcher.js:69:60)\n    at CdpFrame.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/Frame.js:149:29)\n    at CdpFrame.<anonymous> (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/decorators.js:109:27)\n    at CdpPage.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Page.js:574:43)\n    at StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141839:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""Forbes"", ""globalJobRunning"": true}"
2025-08-21 12:12:17.741,Navigation timeout of 60000 ms exceeded,"{""name"": ""TimeoutError"", ""step"": ""source-scraping-background-job"", ""stack"": ""TimeoutError: Navigation timeout of 60000 ms exceeded\n    at new Deferred (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:60:34)\n    at Deferred.create (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/Deferred.js:21:16)\n    at new LifecycleWatcher (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/LifecycleWatcher.js:69:60)\n    at CdpFrame.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/cdp/Frame.js:149:29)\n    at CdpFrame.<anonymous> (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/util/decorators.js:109:27)\n    at CdpPage.goto (/app/backend/node_modules/puppeteer-core/lib/cjs/puppeteer/api/Page.js:574:43)\n    at StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141839:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""Forbes"", ""errorOccurredAt"": ""2025-08-21T12:12:17.741Z""}"
2025-08-21 12:11:28.279,Both HTTP and Puppeteer failed for: https://www.scmagazine.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.scmagazine.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""SC Media"", ""globalJobRunning"": true}"
2025-08-21 12:11:28.273,Both HTTP and Puppeteer failed for: https://www.scmagazine.com,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.scmagazine.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""SC Media"", ""errorOccurredAt"": ""2025-08-21T12:11:28.273Z""}"
2025-08-21 12:11:16.981,Both HTTP and Puppeteer failed for: https://investing.com/news,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://investing.com/news\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""Investing.com"", ""globalJobRunning"": true}"
2025-08-21 12:11:16.975,Both HTTP and Puppeteer failed for: https://investing.com/news,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://investing.com/news\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""Investing.com"", ""errorOccurredAt"": ""2025-08-21T12:11:16.975Z""}"
2025-08-21 12:10:25.392,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""BleepingComputer"", ""globalJobRunning"": true}"
2025-08-21 12:10:25.386,Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.bleepingcomputer.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""BleepingComputer"", ""errorOccurredAt"": ""2025-08-21T12:10:25.386Z""}"
2025-08-21 12:09:21.913,Both HTTP and Puppeteer failed for: https://www.securityweek.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.securityweek.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""SecurityWeek"", ""globalJobRunning"": true}"
2025-08-21 12:09:21.908,Both HTTP and Puppeteer failed for: https://www.securityweek.com,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.securityweek.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""SecurityWeek"", ""errorOccurredAt"": ""2025-08-21T12:09:21.908Z""}"
2025-08-21 12:08:19.198,Both HTTP and Puppeteer failed for: https://duo.com/decipher,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://duo.com/decipher\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""Decipher by Duo Security"", ""globalJobRunning"": true}"
2025-08-21 12:08:19.192,Both HTTP and Puppeteer failed for: https://duo.com/decipher,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://duo.com/decipher\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""Decipher by Duo Security"", ""errorOccurredAt"": ""2025-08-21T12:08:19.192Z""}"
2025-08-21 12:07:16.56,Both HTTP and Puppeteer failed for: https://www.cyberscoop.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.cyberscoop.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""CyberScoop"", ""globalJobRunning"": true}"
2025-08-21 12:07:16.554,Both HTTP and Puppeteer failed for: https://www.cyberscoop.com,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://www.cyberscoop.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""CyberScoop"", ""errorOccurredAt"": ""2025-08-21T12:07:16.554Z""}"
2025-08-21 12:06:12.968,Both HTTP and Puppeteer failed for: https://thehackernews.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://thehackernews.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""The Hacker News"", ""globalJobRunning"": true}"
2025-08-21 12:06:12.962,Both HTTP and Puppeteer failed for: https://thehackernews.com,"{""name"": ""Error"", ""step"": ""source-scraping-background-job"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://thehackernews.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""source-scraping-job"", ""operation"": ""news-radar-source-processing"", ""sourceName"": ""The Hacker News"", ""errorOccurredAt"": ""2025-08-21T12:06:12.962Z""}"
2025-08-21 12:05:09.539,Both HTTP and Puppeteer failed for: https://cisoseries.com,"{""name"": ""Error"", ""step"": ""global-job-source-processing"", ""stack"": ""Error: Both HTTP and Puppeteer failed for: https://cisoseries.com\n    at getContent (/app/backend/dist/index.js:108142:11)\n    at async StreamlinedUnifiedScraper.scrapeSourceUrl (/app/backend/dist/index.js:141821:26)\n    at async NewsRadarScrapingService.scrapeSourceUrl (/app/backend/dist/index.js:142294:16)\n    at async scrapeSource (/app/backend/dist/index.js:142321:26)\n    at async runGlobalScrapeJob (/app/backend/dist/index.js:142664:61)\n    at async /app/backend/dist/index.js:145955:20"", ""jobType"": ""global-job-source-processing"", ""operation"": ""news-radar-global-scrape-source"", ""sourceName"": ""CISO Series"", ""globalJobRunning"": true}"
